1973,Notre Dame,Fighting Irish,29,,,,,,,,,,,,,
# ON DICE,LINE PLUNGE,COUNTER,END + REVERSE         ,DRAW,OPTION,SCREEN,SPRINT- OUT,BOOTLEG,DROP BACK,B,QR,QT,# ON DICE,,,
10,OFF R,12,DEF R,DEF R,4,OFF R,12,13,DEF R,TD,F+X,9,10,,,
11,DEF S,OFF R,1,11,12,29,DEF S,10,24,T2,DS,F-DS,11,,,
12,12,DEF R,1,1,11,20,16,5,19,T1,4,3,12,,,
13,OFF S,16,-3,4,13,X,X,DEF R,23,T1,1,14,13,,,
14,7,(B),11,(B),4,X,18,11,24,29,,2,14,,,
15,2,11,7,(B),(B),INC,INC,16,27,T1,12,,15,,,
16,6,(B),OFF S,OFF R,DEF S,4,21,12,30,42,F-DS,3,16,,,
17,11,8,16,9,8,DS,14,PI X,35,TD,15,1,17,,,
18,B,F-1,F-DS,3,3,DEF R,F+X,QT,T1,T2,22,F-10,18,,,
19,DEF R,DEF S,DS,4,DEF R,DEF 5,INT DS,INT X,TD,TD,T1,F-13,19,,,
20,3,-7,4,(O),(B),INC,INC,OFF R,21,T1,15,X,20,,,
21,7,1,5,9,5,INC,QR,QR,25,34,4,9,21,,,
22,9,-3,5,1,1,INC,QR,QR,QT,27,1,2,22,,,
23,4,4,6,7,2,3,QR,QR,19,24,7,4,23,,,
24,5,-6,1,8,3,DS,QR,QR,15,15,6,9,24,,,
25,9,9,4,1,7,4,QR,QR,15,17,9,11,25,,,
26,1,-4,1,(O),1,1,QR,QR,24,28,10,4,26,,,
27,10,1,15,(O),OFF S,2,QR,QR,27,29,16,11,27,,,
28,F+DS,(DS),OFF R,F-3,F-DS,4,OFF S,INC,PI 20,45,12,DS,28,,,
29,18,13,3,(B),11,DS,X,18,INT T1,TD,T1,14,29,,,
30,1,1,11,(O),7,18,QR,16,OFF R,TD,3,DS,30,,,
31,-6,4,10,4,5,INC,QR,INC,INC,11,1,DS,31,,,
32,,1,12,-3,2,INC,QR,QR,INC,14,8,DS,32,,,
33,-7,8,(B),6,BLP,INC,QR,QR,INC,10,,10,33,,,
34,4,6,1,-5,SOP,INC,QR,QR,INC,13,5,9,34,,,
35,-5,4,1,8,BLP,INC,QR,QR,INC,14,6,8,35,,,
36,4,6,9,9,SOP,INC,QR,QR,INC,17,6,DS,36,,,
37,(B),,B,2,6,INC,INC,QR,INC,16,3,DS,37,,,
38,1,7,(B),(O),8,29,QR,19,27,13,,DS,38,,,
39,(B),8,1,12,7,X,INC,DS,25,T2,20,F-DS,39,,,
,LINE PLUNGE,COUNTER,END + REVERSE         ,DRAW,OPTION,SCREEN,SPRINT- OUT,BOOTLEG,DROP BACK,Kickoff ,Kickoff Return,PUNT       ,PUNT RETURN, INT.  RETURN, FIELD  GOAL,# ON DICE
1,2,2,2,2,2,INC,INC,INC,10,50,OFF R,T1*,TD,F+X,DEF R,10
2,2,2,2,(O),2,,,,INC,70,F,61,F,T2,OFF S,11
3,(O),(O),-1,(O),(O),,,,INC,66,DEF R,35*,11,DEF R,T1,12
4,-2,-2,-1,-1,-1,6,,INC,,75,20,OFF S,6,,DEF S,13
5,F,-1,(DS),F+DS,DS,QT,F+X,INT X,,64,22,34*,,OFF R,T1,14
1,(O),(O),2,(O),(O),,,,,55,20,44*,DS,,38,15
2,(O),(O),2,2,2,,,,,65,TD,51,DEF R,T1,33,16
3,2,2,(O),2,2,-2,,,,66,T2,36*,DS,DS,35,17
4,-2,-1,2,2,2,,,,,70,DS,BK-X,T2,,F-DS,18
5,(O),F-1,-1,-2,F-3,QT,,F+X,,41,TD,DS*,TD,TD,BK-X,19
1,(O),(O),(O),(O),(O),6,,INC,,59,13,56,F+DS,,35,20
2,,,(O),,3,,,,QR,69,21,48*,DS,,NG,21
3,,,(O),,3,,-4,,,70,23,32*,11,DS,NG,22
4,,,3,,3,,,,INC,71,16,47*,7,3,38,23
5,,,F+3,,(DS),INT-3,,F+16,F+T1,66,25,38*,5,,38,24
1,,(O),(O),(O),3,INC,INC,INC,INC,57,24,44*,10,,X,25
2,,,,,3,,,,INC,59,25,45*,T1,X,17,26
3,3,,,,3,,,,8,60,20,40*,OFF R,DS,38,27
4,,,,,,,INT DS,INT DS,,66,22,DEF S,3,X,37,28
5,,,,,,,,INC,,67,DS,66,11,T2,38,29
1,,,,,,(X),,,INC,65,20,37*,3,T1,NG,30
2,,,,,,,QR,,INC,64,X,39*,4,25,30,31
3,,,,,,,,INC,INC,59,25,44*,6,12,18,32
4,-3,-3,-3,-3,-3,,INT X,INC,10,69,T1,38*,7,11,38,33
5,,,,,,,,INC,INT T1,75,28,42*,DS,T1,30,34
1,,,,,,X,,-17,,68,T1,39*,,,38,35
2,,,,,,X,QT,,QT,59,24,54,,,38,36
3,4,4,-4,-2,6,,,QT,QT,66,X,47,DS,,NG,37
4,(O),-2,4,4,F-X,QT,QR,QR,QT,55,TD,36*,,23,T1,38
5,F-2,F-1,F-DS,F-2,(DS),QT,-20,,INT T1,63,15,29*,1,,19,39
