2005,USC,Trojans,31,,,,,,,,,,,,,
# ON DICE,LINE PLUNGE,COUNTER,END + REVERSE         ,DRAW,OPTION,SCREEN,SPRINT- OUT,BOOTLEG,DROP BACK,B,QR,QT,# ON DICE,,,
10,DEF R,OFF R,2,DEF S,B,(T1),15,PI X,PI T1,21,DS,X,10,,,
11,B,B,4,,SOP,X,(T1),QR,T1,T2,4,2,11,,,
12,B,2,9,B,SOP,14,16,15,T1,T1,DS,,12,,,
13,4,6,4,10,DEF S,DEF S,PI DS,DS,T1,12,4,7,13,,,
14,1,5,6,5,3,T1,11,X,DEF S,T1,3,DS,14,,,
15,6,6,OFF S,OFF S,OFF R,(DS),10,OFF R,OFF R,21,DS,3,15,,,
16,OFF R,DEF R,DEF S,(DS),,-11,DEF S,DEF S,44,23,2,2,16,,,
17,2,4,B,6,3,14,19,12,T2,21,DS,,17,,,
18,4,F,X,DS,F+B,T1,T2,F+T1,TD,24,F-DS,F-DS,18,,,
19,F+T1,4,F-DS,F+DS,(DS),T2,TD,TD,INT T1,TD,X,F-DS,19,,,
20,4,2,3,1,2,10,T1,QR,41,T2,2,X,20,,,
21,5,3,1,B,(B),OFF S,OFF S,-12,43,42,5,DS,21,,,
22,1,5,1,3,BLP,-3,16,-6,T1,TD,DS,DS,22,,,
23,2,6,6,(B),B,12,14,-8,(X),14,2,DS,23,,,
24,(B),5,5,5,BLP,DS,-5,X,T1,14,DS,,24,,,
25,8,5,(B),3,SOP,INC,-5,T1,(X),15,DS,DS,25,,,
26,3,(B),2,5,BLP,INC,QR,21,13,21,1,,26,,,
27,5,,DS,5,B,DS,14,15,17,TD,5,DS,27,,,
28,5,1,(DS),5,1,DS*,12,T1,(X),T2,3,DS,28,,,
29,3,6,1,5,SOP,12,QR,T3,QT,T1,5,DS,29,,,
30,1,(DS),3,5,5,-3,X,13,24,13,3,,30,,,
31,5,5,4,(B),(B),-4,7,INC,27,T1,DS,2,31,,,
32,-6,5,B,(B),6,-3,INC,INC,INC,13,6,1,32,,,
33,-7,-4,-6,-6,SOP,INC,INC,16,INC,11,2,1,33,,,
34,B,(B),6,7,BLP,INC,INC,INC,INC,19,DS,2,34,,,
35,-6,-6,(B),1,SOP,8,13,INC,INC,10*,3,,35,,,
36,6,4,-8,6,BLP,INC,X,13,INC,18,2,2,36,,,
37,4,6,4,3,7,T1,15,X,T1,T1,5,,37,,,
38,(DS),3,B,4,4,8,7,16,22,T1,2,6,38,,,
39,4,3,DS,6,SOP,8,14,T1,T1,T2,DS,DS,39,,,
,LINE PLUNGE,COUNTER,END + REVERSE         ,DRAW,OPTION,SCREEN,SPRINT- OUT,BOOTLEG,DROP BACK,Kickoff ,Kickoff Return,PUNT       ,PUNT RETURN, INT.  RETURN, FIELD  GOAL,# ON DICE
1,(O),3,(O),2,3,,,INC,INC,73,DS,27*,F+X,F+T2,26,10
2,2,3,3,(O),3,2,INC,,,65,X,39*,DS,DS,30,11
3,2,-1,3,(O),(O),DS,QR,,DS,70,T1,53,DS,F+T1,25,12
4,2,-2,2,-2,(O),4,3,3,X,62,22,T1*,X,DEF R,NG,13
5,2,-1,2,-3,(O),(T1),,QT,QT,65,24,48,DS,DEF S,26,14
1,2,2,2,2,2,-2,QR,QR,,66,OFF R,50,OFF S,OFF S,30,15
2,(O),(O),-1,-1,-1,3,3,3,3,71,T1,53,DEF S,T1,DEF R,16
3,-1,-1,(O),(O),(O),,,,QR,50,T2,T1*,DS,DS,OFF R,17
4,2,2,2,2,3,INC,QT,,(T1),49,T3,T2,T2,X,X,18
5,2,2,2,2,3,(T1),(T1),(T1),(T1),T2,TD,BK-X,TD,TD,BK-X,19
1,(O),2,-1,2,(O),INC,-2,,DS,75,T1,OFF S,T1,T2,26,20
2,2,2,(O),2,-1,(O),,,INC,65,T1,DEF S,T1,DS,30,21
3,2,(O),(O),(O),3,,,3,INC,62,X,41*,DS,OFF S,22,22
4,2,(O),,(O),4,,-17,(T1),QR,56,DS,49*,X,X,30,23
5,2,(O),,(O),(O),X,INT DS,INT X,INC,58,14,38*,,T1,23,24
1,2,-1,2,2,2,2,-1,,INC,58,33,47,DS,DS,24,25
2,2,2,2,2,2,3,,INC,DS,66,37,42,2,,26,26
3,2,2,2,2,2,3,INC,,DS,67,DEF R,46,3,DS,26,27
4,2,2,2,2,2,3,,QR,INC,56,F+T1,T2,T1,T1,30,28
5,DS,DS,DS,DS,DS,INT-2,QR,INC,(T1),43,X,T1*,T2,T2,24,29
1,,,,,,(X),,INC,INC,54,T1,40*,X,45,29,30
2,,,,,,DS,,,INC,65,34,45,DS,T1,30,31
3,2,2,2,2,2,DS,QR,,,69,DS,45*,DS,DS,26,32
4,DS,DS,DS,DS,DS,QR,X,X,INT T1,70,X,36*,,X,26,33
5,X,X,X,X,X,QR,INC,INC,INC,66,T1,40*,2,DS,26,34
1,1,1,1,1,4,,,QT,QT,56,X,38,1,,30,35
2,1,1,1,1,4,,-15,,,67,T1,50*,,2,26,36
3,4,4,4,4,-3,18,QT,-18,QT,64,T1,51,DS,,26,37
4,-3,-4,(DS),-5,F-DS,(T1),X,X,(T2),45,T1,46,DS,T1,23,38
5,F-1,F-2,F-DS,F-DS,(T1),QT,F,F+DS,INT T1,52,T2,58,T1,47,30,39
